iter	MultiClass
292	0.3093731419
293	0.3083730909
294	0.3069161564
295	0.3063370196
296	0.3052261185
297	0.3046596326
298	0.3041208166
299	0.3035276834
300	0.3019879616
301	0.3009898731
302	0.3002024572
303	0.2995666037
304	0.2989702125
305	0.2984658937
306	0.2977668664
307	0.297023674
308	0.2956975538
309	0.2950364022
310	0.2935583499
311	0.2928820263
312	0.2927968926
313	0.292182172
314	0.2915726079
315	0.2910043996
316	0.2901855008
317	0.2891724466
318	0.2888666345
319	0.2884722302
320	0.2882007989
321	0.2877774882
322	0.2871423809
323	0.2863859231
324	0.2840017439
325	0.2835590545
326	0.2828789852
327	0.2818082548
328	0.281250225
329	0.280522603
330	0.2802175479
331	0.2796944829
332	0.2788474894
333	0.2776890541
334	0.2773190805
335	0.2771145304
336	0.2760276999
337	0.2752348307
338	0.2743988837
339	0.2736107069
340	0.2730143071
341	0.2715800397
342	0.2703488716
343	0.269889917
344	0.2695955039
345	0.2692914113
346	0.2684836037
347	0.2681918662
348	0.2676126522
349	0.2657926111
350	0.2649163095
351	0.2646070498
352	0.2641598641
353	0.2638611069
354	0.2635345254
355	0.2619335642
356	0.2607373729
357	0.2600896512
358	0.2583437812
359	0.2578919462
360	0.2564966146
361	0.2562741117
362	0.2556993224
363	0.253470287
364	0.2530815495
365	0.2521278504
366	0.2512087059
367	0.2505126463
368	0.2500917096
369	0.2494575005
370	0.2482984418
371	0.2477887011
372	0.2467513353
373	0.2463134562
374	0.2453491861
375	0.2452630509
376	0.2447235727
377	0.244242796
378	0.2433952677
379	0.2424134133
380	0.2421184938
381	0.241857805
382	0.2406169911
383	0.2400236516
384	0.2381694938
385	0.2377592136
386	0.2372299053
387	0.2357624255
388	0.2347901884
389	0.2329735912
390	0.2326896058
391	0.2321075538
392	0.231954444
393	0.2314774808
394	0.230765806
395	0.2299069106
396	0.2289661011
397	0.2278375289
398	0.2272703167
399	0.2259935806
400	0.2248093809
401	0.2234488732
402	0.222603795
403	0.221381681
404	0.2199949979
405	0.2196641428
406	0.2192678388
407	0.2168153687
408	0.2164242781
409	0.2160296099
410	0.2149910601
411	0.2142455532
412	0.2123493331
413	0.2105880825
414	0.2092860744
415	0.2075112855
416	0.2071844192
417	0.2061412231
418	0.2058023147
419	0.2054351432
420	0.2043496641
421	0.2030164577
422	0.2024270039
423	0.2015051864
424	0.2002217119
425	0.1992991773
426	0.1980818327
427	0.1966759062
428	0.195253238
429	0.1940746066
430	0.1931347603
431	0.1918944205
432	0.1912446392
433	0.1899544019
434	0.1891767064
435	0.1884289869
436	0.1875195344
437	0.1862391158
438	0.1851353716
439	0.1840351733
440	0.1833616592
441	0.1825967755
442	0.1819731384
443	0.18073482
444	0.1801661233
445	0.1793468338
446	0.178225437
447	0.1778948909
448	0.17645352
449	0.1749528402
450	0.1744320107
451	0.1739229628
452	0.1735581918
453	0.1723503267
454	0.1713894463
455	0.1699571263
456	0.1689418788
457	0.1677324823
458	0.1667282703
459	0.1656520546
460	0.1645347533
461	0.1631522071
462	0.1625031904
463	0.1614318178
464	0.1601015487
465	0.1589400917
466	0.1585633603
467	0.1574223366
468	0.1564580441
469	0.1554771562
470	0.1544835192
471	0.1538338148
472	0.1527170016
473	0.1523047797
474	0.1507385135
475	0.1493148517
476	0.147930509
477	0.147144215
478	0.1465625943
479	0.1452543143
480	0.1439974418
481	0.1433206006
482	0.1426241024
483	0.1415269719
484	0.1403994847
485	0.1395830651
486	0.1388026011
487	0.1382075058
488	0.1373757511
489	0.136492168
490	0.1355051364
491	0.1343423915
492	0.1332185108
493	0.1323949964
494	0.1314510527
495	0.1305050605
496	0.1295941697
497	0.1290717274
498	0.1284244969
499	0.1279378254
500	0.1274422951
501	0.126351398
502	0.1256568023
503	0.124995768
504	0.1242636756
505	0.1238192452
506	0.1228208503
507	0.1220077708
508	0.121123853
509	0.1205543529
510	0.1201100579
511	0.1191381458
512	0.1181730964
513	0.1175717493
514	0.1168851179
515	0.1163131587
516	0.1157115841
517	0.1149079431
518	0.1142891039
519	0.1132779768
520	0.1124671044
521	0.1117946957
522	0.1113151163
523	0.1105370942
524	0.1097580575
525	0.1089706576
526	0.1087050846
527	0.1083127223
528	0.1074301709
529	0.1065629324
530	0.1060240235
531	0.1055028329
532	0.104740919
533	0.1044119635
534	0.1037740696
535	0.1029042639
536	0.1020794823
537	0.1012109657
538	0.1008980545
539	0.1005966259
540	0.1001752877
541	0.09941346166
542	0.09890681331
543	0.09865157201
544	0.09801925703
545	0.09770607501
546	0.09701520785
547	0.09631733042
548	0.09577972095
549	0.09520831579
550	0.09450391333
551	0.09421327012
552	0.09352933545
553	0.09311963667
554	0.09264413002
555	0.09225755104
556	0.09173532856
557	0.0911113316
558	0.09083917002
559	0.09033257125
560	0.08991259877
561	0.08931224268
562	0.08890610083
563	0.08863393402
564	0.08834035661
565	0.08768528589
566	0.08717964214
567	0.08678373439
568	0.08636769075
569	0.0860642273
570	0.08565441318
571	0.08539594388
572	0.08507962697
573	0.08484215985
574	0.08446014612
575	0.08389454499
576	0.08364198542
577	0.08339804508
578	0.08310684951
579	0.08274260594
580	0.08227154333
581	0.08174680464
582	0.08154114726
583	0.08124142361
584	0.08105953217
585	0.08049900127
586	0.08023833741
587	0.08004042798
588	0.07979111519
589	0.07931268043
590	0.07882236407
591	0.07858910083
592	0.07806682753
593	0.07780163288
594	0.0772320064
595	0.07707307771
596	0.07689635054
597	0.07639811427
598	0.07608433305
599	0.07572632288
600	0.0752979173
601	0.07486935025
602	0.07456287385
603	0.07430949561
604	0.07394855315
605	0.07360736025
606	0.07341315901
607	0.07325018097
608	0.07302163388
609	0.07280670594
610	0.07248834919
611	0.0723203626
612	0.07210932069
613	0.0719133522
614	0.07161862063
615	0.07145715671
616	0.07099694641
617	0.07085185628
618	0.07067974842
619	0.07046731929
620	0.07028895952
621	0.0698842101
622	0.06970114624
623	0.06949672075
624	0.0690473255
625	0.06871930508
626	0.06858648408
627	0.0683811571
628	0.06801024297
629	0.06786244454
630	0.06767409693
631	0.06727979783
632	0.06702213975
633	0.06686953853
634	0.0666900549
635	0.06631867022
636	0.0661524338
637	0.0658005746
638	0.06545715909
639	0.06528482995
640	0.06514305531
641	0.06482188264
642	0.06467237155
643	0.06433840106
644	0.06417686973
645	0.06403718554
646	0.06389682815
647	0.06355617486
648	0.06341079799
649	0.06312730082
650	0.06277964354
651	0.06263067701
652	0.0623226745
653	0.06216578843
654	0.06201636787
655	0.06174609684
656	0.06157689062
657	0.06126485779
658	0.06107253329
659	0.06071398506
660	0.06055625243
661	0.06032260913
662	0.06013152833
663	0.05980542912
664	0.05955995174
665	0.05927379054
666	0.05915646504
667	0.05900487096
668	0.05884015284
669	0.05873430529
670	0.05847858705
671	0.05830743541
672	0.05818354608
673	0.0579787221
674	0.05766933321
675	0.05757522814
676	0.05727121318
677	0.05709820211
678	0.05692515359
679	0.05674896182
680	0.05660039394
681	0.05644641321
682	0.05631251927
683	0.05607677585
684	0.05590040808
685	0.05579845676
686	0.0556775674
687	0.05544162766
688	0.055343488
689	0.05514470184
690	0.05496468049
691	0.05487404408
692	0.05473120978
693	0.05445791833
694	0.05427816575
695	0.05408617452
696	0.0538157461
697	0.05364763661
698	0.05337165409
699	0.05326529819
700	0.05313410861
701	0.05297642908
702	0.05289643244
703	0.05278668293
704	0.05262834638
705	0.05244612258
706	0.0522115989
707	0.05205339528
708	0.05179248225
709	0.05151738157
710	0.05135030752
711	0.05121536824
712	0.05094391743
713	0.05068868615
714	0.05047561979
715	0.05038670095
716	0.05015563173
717	0.05000425896
718	0.04976724378
719	0.04967714224
720	0.04958257702
721	0.04949668105
722	0.04929067537
723	0.04915092625
724	0.04894247004
725	0.04885806379
726	0.04860605768
727	0.04850380584
728	0.04840694254
729	0.04830153336
730	0.04818775805
731	0.04800378565
732	0.04791808696
733	0.04775648784
734	0.04765976086
735	0.04749512395
736	0.04736104757
737	0.04716315549
738	0.04703471467
739	0.04690249574
740	0.04683004939
741	0.04674175377
742	0.04665998667
743	0.04655898902
744	0.0463338225
745	0.0460937655
746	0.04601627336
747	0.04592736462
748	0.04582842533
749	0.04560968819
750	0.04545358275
751	0.04536626199
752	0.04524976849
753	0.04503896649
754	0.04491621231
755	0.04480396261
756	0.04459378538
757	0.04448680154
758	0.04438543658
759	0.04422940027
760	0.04413041859
761	0.04391391863
762	0.04381072851
763	0.04361540081
764	0.04343528535
765	0.04322304828
766	0.0430354045
767	0.04292412477
768	0.04280138075
769	0.04271488008
770	0.04261420009
771	0.04252298425
772	0.04244478926
773	0.04233741859
774	0.04225905883
775	0.04216165199
776	0.04204820183
777	0.04188063543
778	0.04177715601
779	0.04169773448
780	0.04148999148
781	0.04141363106
782	0.04127201848
783	0.04107856953
784	0.04090122701
785	0.04082581367
786	0.04068802057
787	0.04059926386
788	0.04052288585
789	0.04045964722
790	0.04027914427
791	0.0401989331
792	0.04014059973
793	0.03995975395
794	0.03988395402
795	0.03982740724
796	0.03973406295
797	0.03965754889
798	0.03959842096
799	0.03951398457
800	0.0393160964
801	0.03919665564
802	0.03910125036
803	0.03901688879
804	0.03891359783
805	0.03874679407
806	0.03868575024
807	0.03851449894
808	0.03841594693
809	0.03829445028
810	0.03819375285
811	0.03803866196
812	0.03797926153
813	0.03782359449
814	0.03775444257
815	0.03768442168
816	0.03757788946
817	0.03750317826
818	0.03744834109
819	0.03733869136
820	0.03724485183
821	0.03708171983
822	0.03690548054
823	0.03684579839
824	0.03675596273
825	0.03663584602
826	0.0365816631
827	0.03645612002
828	0.03631803995
829	0.0362674771
830	0.03619961333
831	0.03606705449
832	0.03597723467
833	0.03582447257
834	0.03575357214
835	0.03568004441
836	0.03556155606
837	0.03539243289
838	0.0353351818
839	0.03524229557
840	0.03507644591
841	0.03502492031
842	0.03496260634
843	0.03491603559
844	0.03482709548
845	0.03475200088
846	0.03465155229
847	0.03454597593
848	0.03448282316
849	0.0344240284
850	0.03427409737
851	0.03418044546
852	0.03411628265
853	0.03396258794
854	0.03382506441
855	0.03365527437
856	0.0335856359
857	0.03351060473
858	0.03342324986
859	0.03332082952
860	0.03325693988
861	0.03311810447
862	0.03302098188
863	0.03296081377
864	0.03289283628
865	0.03283657371
866	0.03279757596
867	0.03272970444
868	0.03266387483
869	0.03252299478
870	0.0323914756
871	0.03231915194
872	0.03224592952
873	0.03210610835
874	0.03205354495
875	0.03199040026
876	0.03192772382
877	0.03181513225
878	0.03174759563
879	0.03166042975
880	0.031561635
881	0.03144596726
882	0.03139643081
883	0.03133817461
884	0.03125792417
885	0.03117174526
886	0.03105297665
887	0.03099039638
888	0.03085370365
889	0.03080167726
890	0.03069517806
891	0.03060044622
892	0.03046125168
893	0.03032856645
894	0.0302794491
895	0.03018795791
896	0.03008416419
897	0.02996602222
898	0.02989467236
899	0.0297785932
900	0.02972810248
901	0.02966515789
902	0.02960359272
903	0.02948547871
904	0.02942134957
905	0.02927733986
906	0.02919200817
907	0.02906797256
908	0.02901837816
909	0.02895932663
910	0.02886090008
911	0.02880307578
912	0.0287543497
913	0.02868638017
914	0.02861097393
915	0.02850705571
916	0.02838621244
917	0.02828698434
918	0.02824010294
919	0.02820055012
920	0.02811391999
921	0.02802005222
922	0.02794470924
923	0.02783406369
924	0.0277812311
925	0.02773622684
926	0.02767942532
927	0.02763525577
928	0.02759381433
929	0.02754311854
930	0.02748527854
931	0.02738879681
932	0.02730425067
933	0.02720878985
934	0.02709315095
935	0.02705167196
936	0.0269396538
937	0.02682258909
938	0.02678299421
939	0.02672251762
940	0.02667871312
941	0.0265966121
942	0.02648918586
943	0.02635452721
944	0.026309492
945	0.02627921954
946	0.02615841173
947	0.02610259234
948	0.02602684414
949	0.02598076307
950	0.02591213638
951	0.02580081249
952	0.0257412997
953	0.0256325841
954	0.02554968472
955	0.02544867377
956	0.02535398891
957	0.02527758078
958	0.0252187025
959	0.0251658182
960	0.0250857264
961	0.0250134206
962	0.02497926065
963	0.02494314104
964	0.02487940236
965	0.02482487455
966	0.02477426205
967	0.02466967592
968	0.02461487238
969	0.02455889907
970	0.02446555652
971	0.02437160456
972	0.02425573364
973	0.02421147155
974	0.02417629645
975	0.02412500146
976	0.02402819497
977	0.02399017923
978	0.02394604962
979	0.02390835018
980	0.02386264812
981	0.02382813587
982	0.02378672765
983	0.02370801554
984	0.02360507086
985	0.0235326695
986	0.02349499133
987	0.02343388415
988	0.02339806941
989	0.0232989802
990	0.02321100043
991	0.02314064967
992	0.02308403459
993	0.0230386043
994	0.02292837919
995	0.02285665495
996	0.02281136927
997	0.02273583956
998	0.0226634819
999	0.02261975046
1000	0.02252110466
1001	0.02245280581
1002	0.0223464179
1003	0.02230069073
1004	0.02222096343
1005	0.02218293325
1006	0.02212759033
1007	0.02208423125
1008	0.02204666165
1009	0.02196458847
1010	0.0219021305
1011	0.02185095053
1012	0.02175304899
1013	0.02167117968
1014	0.02160473869
1015	0.02157018661
1016	0.02152520836
1017	0.02145847291
1018	0.02143128194
1019	0.02133033633
1020	0.02128177948
1021	0.02119856816
1022	0.0211595495
1023	0.02113338655
1024	0.02109823568
1025	0.02100063287
1026	0.02096416701
1027	0.02087873436
1028	0.02082906287
1029	0.02076570884
1030	0.0207279633
1031	0.02066743132
1032	0.02063958174
1033	0.02055933787
1034	0.02051784337
1035	0.02046831407
1036	0.02040621349
1037	0.02033526449
1038	0.02029357837
1039	0.02027084052
1040	0.02022827472
1041	0.02019494058
1042	0.02015834753
1043	0.02006016039
1044	0.02000502781
1045	0.0199751178
1046	0.01991718684
1047	0.01985942614
1048	0.01979785527
1049	0.0197247931
1050	0.01967135381
1051	0.01962336352
1052	0.0195887902
1053	0.01953240148
1054	0.01949754146
1055	0.01946426504
1056	0.01942440469
1057	0.01940050126
1058	0.01937374523
1059	0.01928746614
1060	0.01921982789
1061	0.01918632366
1062	0.01915731325
1063	0.01909474296
1064	0.01905046886
1065	0.01902120013
1066	0.01897931422
1067	0.01888940256
1068	0.01881574613
1069	0.01875803452
1070	0.0187092251
1071	0.01863579057
1072	0.01860162496
1073	0.0185595974
1074	0.01849239158
1075	0.01842684548
1076	0.0183581421
1077	0.01832919045
1078	0.0183021209
1079	0.01823184335
1080	0.01817760322
1081	0.01813433721
1082	0.01806816179
1083	0.0179957324
1084	0.01794887113
1085	0.01787686757
1086	0.01784262351
1087	0.01780213138
1088	0.01777528807
1089	0.01769657395
1090	0.01764822375
1091	0.01757647928
1092	0.01751070205
1093	0.0174421197
1094	0.01740283169
1095	0.01735669518
1096	0.01730998005
1097	0.01723967382
1098	0.01720382139
1099	0.0171524989
1100	0.01709001727
1101	0.01706274444
1102	0.01701803461
1103	0.016981079
1104	0.01694510742
1105	0.01692174779
1106	0.01686254603
1107	0.0168214499
1108	0.01678610494
1109	0.01674684051
1110	0.01670840244
1111	0.01667571508
1112	0.01660397152
1113	0.0165382631
1114	0.01646938282
1115	0.01644768541
1116	0.01642800803
1117	0.01639374831
1118	0.01635767802
1119	0.01632789554
1120	0.01628901183
1121	0.0162230956
1122	0.01617090526
1123	0.01613552606
1124	0.01607902812
1125	0.01603910529
1126	0.01599183433
1127	0.01592528147
1128	0.01588063175
1129	0.01583664317
1130	0.01582141091
1131	0.01574938287
1132	0.01569109779
1133	0.01563853219
1134	0.01561419931
1135	0.01559313245
1136	0.01555920357
1137	0.01553001365
1138	0.01549781695
1139	0.01545317196
1140	0.0153949614
1141	0.01534346892
1142	0.01531330589
1143	0.01525124468
1144	0.01518267253
1145	0.01515930656
1146	0.01512682233
1147	0.01509145417
1148	0.01504652592
1149	0.01501665677
1150	0.0149871872
1151	0.01493347115
1152	0.01491559572
1153	0.01489846967
1154	0.01485706529
1155	0.01481791138
1156	0.01478958461
1157	0.01476119537
1158	0.01474189419
1159	0.01469006242
1160	0.01464965061
1161	0.01462230537
1162	0.0145978738
1163	0.01457563575
1164	0.01454468785
1165	0.01449746933
1166	0.01447835391
1167	0.01442994709
1168	0.01440027561
1169	0.01436642652
1170	0.01430094065
1171	0.01425246821
1172	0.01421159601
1173	0.01418206375
1174	0.01412664392
1175	0.01408186739
1176	0.01402896929
1177	0.01397657048
1178	0.0139413619
1179	0.0139186718
1180	0.01388965137
1181	0.01386021312
1182	0.01382507515
1183	0.01380434957
1184	0.01377671961
1185	0.01375000188
1186	0.01368690691
1187	0.01366436447
1188	0.01363332194
1189	0.01361605839
1190	0.01359436133
1191	0.01355920853
1192	0.01351221013
1193	0.01349256914
1194	0.01347581019
1195	0.0134491737
1196	0.01342124206
1197	0.01339753799
1198	0.01335130114
1199	0.01331734608
1200	0.01327214526
1201	0.01324592617
1202	0.01320951463
1203	0.01316301338
1204	0.01310629253
1205	0.01306188139
1206	0.01304534532
1207	0.01301226127
1208	0.01299597236
1209	0.01295915628
1210	0.01292882923
1211	0.01289956453
1212	0.01286043657
1213	0.01280684387
1214	0.01275006679
1215	0.01272683756
1216	0.01268322882
1217	0.01265751462
1218	0.01264142214
1219	0.01260273812
1220	0.01258160866
1221	0.01253970648
1222	0.01251376051
1223	0.01249407698
1224	0.01246061387
1225	0.01242737891
1226	0.01241336525
1227	0.012388179
1228	0.01237008296
1229	0.01235114842
1230	0.01232207256
1231	0.01228863986
1232	0.01226285377
1233	0.01222702606
1234	0.01220226409
1235	0.01216114235
1236	0.012106111
1237	0.01208507099
1238	0.01205322691
1239	0.01202390067
1240	0.01198719972
1241	0.01195318384
1242	0.01192660668
1243	0.01191127143
1244	0.01187666412
1245	0.0118506648
1246	0.01182651039
1247	0.01180292146
1248	0.01176317901
1249	0.01172385899
1250	0.01170652019
1251	0.01167172247
1252	0.01165115939
1253	0.01160336485
1254	0.01158645521
1255	0.01156787301
1256	0.01155152089
1257	0.01150122316
1258	0.01146121107
1259	0.01143993646
1260	0.01139124585
1261	0.01136130473
1262	0.01134886553
1263	0.01130914406
1264	0.01128720926
1265	0.01126748663
1266	0.01124393409
1267	0.0112273627
1268	0.01118191416
1269	0.01115452088
1270	0.01110375644
1271	0.01108102821
1272	0.01106090434
1273	0.01104391453
1274	0.01101866861
1275	0.01098593981
1276	0.01094969271
1277	0.01092808227
1278	0.0109003991
1279	0.01087711767
1280	0.01085679427
1281	0.01081132703
1282	0.0107860192
1283	0.01076465059
1284	0.01072784263
1285	0.01068725559
1286	0.01064692252
1287	0.01059967279
1288	0.01055889834
1289	0.01054166848
1290	0.01052191713
1291	0.01050368923
1292	0.01047565805
1293	0.0104563802
1294	0.01044089371
1295	0.01041620786
1296	0.01038977052
1297	0.0103651086
1298	0.01032721842
1299	0.01030954776
1300	0.01026429267
1301	0.01024939009
1302	0.01020743264
1303	0.01018830842
1304	0.01016435128
1305	0.01014450752
1306	0.01013324478
1307	0.01010309745
1308	0.0100834176
1309	0.01006863215
1310	0.01004986929
1311	0.01003525671
1312	0.01001255432
1313	0.009995138141
1314	0.009980977485
1315	0.009965309022
1316	0.009939350793
1317	0.009910710391
1318	0.009886924781
1319	0.009842598818
1320	0.009817882593
1321	0.009807677188
1322	0.009797909172
1323	0.009762799827
1324	0.009748328818
1325	0.009721381415
1326	0.009695944323
1327	0.00966973401
1328	0.009626331822
1329	0.009586803715
1330	0.009552547762
1331	0.009525853775
1332	0.0095037767
1333	0.009476124748
